timepoint,B.1.1.529,others,sample_name,tool_name
16,0.57,0.43,quaid_vaec47270-16,quaid_vaec47270
61,0.96,0.04,quaid_vaec47270-61,quaid_vaec47270
153,0.98,0.02,quaid_vaec47270-153,quaid_vaec47270
259,0.97,0.03,quaid_vaec47270-259,quaid_vaec47270
320,1.0,0.0,quaid_vaec47270-320,quaid_vaec47270
