timepoint,B.1.1.529,others,sample_name,tool_name
31,0.03,0.97,quaid_vaec47270-31,quaid_vaec47270
46,0.11,0.89,quaid_vaec47270-46,quaid_vaec47270
61,0.32,0.68,quaid_vaec47270-61,quaid_vaec47270
