timepoint,B.1.1.529,others,sample_name,tool_name
1,0.38,0.62,quaid_vaec47270-1,quaid_vaec47270
61,0.96,0.04,quaid_vaec47270-61,quaid_vaec47270
137,0.99,0.01,quaid_vaec47270-137,quaid_vaec47270
168,1.0,0.0,quaid_vaec47270-168,quaid_vaec47270
183,0.15,0.85,quaid_vaec47270-183,quaid_vaec47270
198,0.98,0.02,quaid_vaec47270-198,quaid_vaec47270
259,0.98,0.02,quaid_vaec47270-259,quaid_vaec47270
