timepoint,B.1.1.529,B.1.617.2,others,sample_name,tool_name
1,,0.97,0.03,quaid_vaec47270-1,quaid_vaec47270
107,0.78,,0.22,quaid_vaec47270-107,quaid_vaec47270
335,0.97,,0.03,quaid_vaec47270-335,quaid_vaec47270
