timepoint,B.1.1.529,B.1.617.2,others,sample_name,tool_name
1,,0.97,0.03,quaid_vaec47270-1,quaid_vaec47270
77,0.97,,0.03,quaid_vaec47270-77,quaid_vaec47270
92,0.16,,0.84,quaid_vaec47270-92,quaid_vaec47270
