timepoint,P.1,B.1.617.2,others,B.1.1.7,B.1.351,sample_name,tool_name,sample,sample_date,coverage_avg,coverage_sd,uniformity_wg_per,MAPQ_avg
1,,,0.02,0.98,,simul-1,simulation,Ex15_03_WideQual_simul-1,2023-01-02,1469.3282948199178,11630.996496427295,8.229943483931377,59.9999
16,,,0.02,0.98,,simul-16,simulation,Ex15_03_WideQual_simul-16,2023-01-17,1490.015583720697,13554.98076747953,2.732167341069458,60
31,,,0.02,0.9776,0.0024,simul-31,simulation,Ex15_03_WideQual_simul-31,2023-02-01,1491.9255593084306,10575.657524987442,4.818914490184931,60
46,,,0.02,0.9776,0.0024,simul-46,simulation,Ex15_03_WideQual_simul-46,2023-02-16,1484.5107514296224,6892.737984324534,13.299668929538841,60
61,,,0.02,0.9772,0.0028000000000000004,simul-61,simulation,Ex15_03_WideQual_simul-61,2023-03-03,1495.1102564960038,10322.966546014244,9.661238002875965,60
77,,,0.02,0.968,0.012,simul-77,simulation,Ex15_03_WideQual_simul-77,2023-03-19,1513.9308765006856,9619.24485452663,11.941945624184864,60
92,,,0.02,0.8155,0.16449999999999998,simul-92,simulation,Ex15_03_WideQual_simul-92,2023-04-03,1508.0030431729258,8925.274733072521,8.33026786610039,60
107,,,0.02,0.19579999999999997,0.7842,simul-107,simulation,Ex15_03_WideQual_simul-107,2023-04-18,1482.8619202086747,13746.394132212035,9.47062167675484,60
122,,,0.02,0.012,0.968,simul-122,simulation,Ex15_03_WideQual_simul-122,2023-05-03,1496.1397853058222,11321.312396686862,3.708657994181186,60
137,,,0.02,0.0006,0.9793999999999999,simul-137,simulation,Ex15_03_WideQual_simul-137,2023-05-18,1483.2324515934856,7539.272322246647,6.6280975152994674,60
153,0.0001,,0.02,,0.9799,simul-153,simulation,Ex15_03_WideQual_simul-153,2023-06-03,1514.7509948834565,9261.100237353598,8.377085911112598,60
168,0.0024,,0.02,,0.9776,simul-168,simulation,Ex15_03_WideQual_simul-168,2023-06-18,1510.646991940608,10052.006351329388,12.567300939705046,60
183,0.0458,,0.02,,0.9342,simul-183,simulation,Ex15_03_WideQual_simul-183,2023-07-03,1486.106109754874,7740.673878056491,8.714844664414942,60
198,0.48619999999999997,,0.02,,0.4938,simul-198,simulation,Ex15_03_WideQual_simul-198,2023-07-18,1477.1968364378156,8994.591202873513,8.367053472895696,60
213,0.9328,,0.02,,0.0472,simul-213,simulation,Ex15_03_WideQual_simul-213,2023-08-02,1506.4593184630305,11256.758385108997,7.520984516603685,59.9992
229,0.978,,0.02,,0.002,simul-229,simulation,Ex15_03_WideQual_simul-229,2023-08-18,1507.6185666989934,9857.704680948635,10.216366250877838,59.9999
244,0.9799,,0.02,,0.0001,simul-244,simulation,Ex15_03_WideQual_simul-244,2023-09-02,1489.1782764271143,9493.573179917397,5.872320502959569,59.9999
259,0.9797,0.0003,0.02,,,simul-259,simulation,Ex15_03_WideQual_simul-259,2023-09-17,1491.8403504665084,10967.68553149017,6.340500953081631,60
274,0.9747,0.0053,0.02,,,simul-274,simulation,Ex15_03_WideQual_simul-274,2023-10-02,1447.072534528308,9071.176389543814,4.604889141557703,60
289,0.8835999999999999,0.0964,0.02,,,simul-289,simulation,Ex15_03_WideQual_simul-289,2023-10-17,1502.8101528274756,10217.537744852969,6.0094304919238875,60
305,0.2666,0.7134,0.02,,,simul-305,simulation,Ex15_03_WideQual_simul-305,2023-11-02,1498.5953583252517,7050.324789184938,8.815169046583955,60
320,0.0179,0.9621,0.02,,,simul-320,simulation,Ex15_03_WideQual_simul-320,2023-11-17,1499.2576664548708,6879.851806946775,8.768351001571748,59.9998
335,0.0009,0.9791,0.02,,,simul-335,simulation,Ex15_03_WideQual_simul-335,2023-12-02,1489.589773601311,12924.576449870985,7.123031133999932,60
350,,0.98,0.02,,,simul-350,simulation,Ex15_03_WideQual_simul-350,2023-12-17,1467.3593953783902,10408.470477486573,4.762064006955824,60
366,,0.98,0.02,,,simul-366,simulation,Ex15_03_WideQual_simul-366,2024-01-02,1498.2480018727217,11539.753076624047,3.5682038591445675,60
