timepoint,XBB.1.9,XBB.1.5,others,XBB.1.16,XBB.2.3,sample,sample_date,coverage_avg,coverage_sd,uniformity_wg_per,MAPQ_avg,sample_name,tool_name
1,0.98,,0.02,,,Ex25_03_nearQual_simul-1,2023-01-02,1483.19,1570.23,86.3,60.0,simulation-1,simulation
16,0.98,,0.02,,,Ex25_03_nearQual_simul-16,2023-01-17,1483.4,1893.56,85.77,60.0,simulation-16,simulation
31,0.98,,0.02,,,Ex25_03_nearQual_simul-31,2023-02-01,1471.98,1740.8,80.4,60.0,simulation-31,simulation
46,0.98,,0.02,,,Ex25_03_nearQual_simul-46,2023-02-16,1478.97,1689.11,84.51,60.0,simulation-46,simulation
61,0.98,,0.02,,,Ex25_03_nearQual_simul-61,2023-03-03,1437.52,1722.11,83.45,60.0,simulation-61,simulation
77,0.97,0.01,0.02,,,Ex25_03_nearQual_simul-77,2023-03-19,1500.0,2232.69,84.76,60.0,simulation-77,simulation
92,0.82,0.16,0.02,,,Ex25_03_nearQual_simul-92,2023-04-03,1501.78,2302.51,79.19,60.0,simulation-92,simulation
107,0.2,0.78,0.02,,,Ex25_03_nearQual_simul-107,2023-04-18,1444.98,1574.43,83.27,60.0,simulation-107,simulation
122,0.01,0.97,0.02,,,Ex25_03_nearQual_simul-122,2023-05-03,1478.38,1613.47,85.95,60.0,simulation-122,simulation
137,,0.98,0.02,,,Ex25_03_nearQual_simul-137,2023-05-18,1474.8,1731.51,83.58,60.0,simulation-137,simulation
153,,0.98,0.02,,,Ex25_03_nearQual_simul-153,2023-06-03,1448.42,1786.8,83.69,60.0,simulation-153,simulation
168,,0.98,0.02,,,Ex25_03_nearQual_simul-168,2023-06-18,1478.61,2087.55,83.97,60.0,simulation-168,simulation
183,,0.93,0.02,,0.05,Ex25_03_nearQual_simul-183,2023-07-03,1486.39,1772.91,86.15,60.0,simulation-183,simulation
198,,0.49,0.02,,0.49,Ex25_03_nearQual_simul-198,2023-07-18,1401.99,1754.47,88.22,60.0,simulation-198,simulation
213,,0.05,0.02,,0.93,Ex25_03_nearQual_simul-213,2023-08-02,1473.41,1701.6,87.5,60.0,simulation-213,simulation
229,,,0.02,,0.98,Ex25_03_nearQual_simul-229,2023-08-18,1479.66,1707.44,83.3,60.0,simulation-229,simulation
244,,,0.02,,0.98,Ex25_03_nearQual_simul-244,2023-09-02,1369.04,1626.77,85.44,60.0,simulation-244,simulation
259,,,0.02,,0.98,Ex25_03_nearQual_simul-259,2023-09-17,1481.04,1759.16,81.26,60.0,simulation-259,simulation
274,,,0.03,,0.97,Ex25_03_nearQual_simul-274,2023-10-02,1488.86,1614.54,86.59,60.0,simulation-274,simulation
289,,,0.02,0.1,0.88,Ex25_03_nearQual_simul-289,2023-10-17,1473.72,1905.29,84.82,60.0,simulation-289,simulation
305,,,0.02,0.71,0.27,Ex25_03_nearQual_simul-305,2023-11-02,1475.87,1700.21,84.11,60.0,simulation-305,simulation
320,,,0.02,0.96,0.02,Ex25_03_nearQual_simul-320,2023-11-17,1446.62,1792.69,87.31,60.0,simulation-320,simulation
335,,,0.02,0.98,,Ex25_03_nearQual_simul-335,2023-12-02,1477.9,1917.47,84.78,60.0,simulation-335,simulation
350,,,0.02,0.98,,Ex25_03_nearQual_simul-350,2023-12-17,1490.9,1738.35,81.27,60.0,simulation-350,simulation
366,,,0.02,0.98,,Ex25_03_nearQual_simul-366,2024-01-02,1419.55,1675.79,87.0,60.0,simulation-366,simulation
